experience,median_integration_time,component,platform,severity,priority,description_size,hascode,bug_id,files,comments,tossing,activities,comments_interval,churn,fix_time,workload,creation_to_release,days,delay,resolver,entire_int_rate,prev_int_rate,coming_from_prev,has_stack,resolver_experience,rank_ratio,active_developers,release_size,class,class2
996,2,Core,'PC Windows XP',normal,P3,165,true,75455,1,3,1,5,408.5,2,2,210,1,266,1,David Audel,0.119402985,0.143712575,177,true,221,0.297567954,13,1151,1,after-1
996,2,Core,'PC Windows XP',normal,P3,140,false,75466,4,3,1,5,408.5,8,2,211,1,266,1,Jerome Lanneluc,0.119402985,0.143712575,177,true,512,0.298998569,13,1151,1,after-1
831,4,Core,'PC Windows XP',normal,P3,31,false,75488,1,5,2,8,192.25,12,4,213,1,265,1,Olivier Thomann,0.119402985,0.143712575,177,false,560,0.3018598,13,1151,1,after-1
2,0,Core,'PC Windows XP',normal,P3,9,false,75561,1,7,1,6,124.1666667,25,3,220,1,262,1,Jerome Lanneluc,0.119402985,0.143712575,177,false,514,0.311874106,13,1151,1,after-1
190,2,Core,'PC Windows XP',normal,P3,40,false,75641,3,8,0,9,240.1428571,328,54,387,1,211,1,Frederic Fusier,0.119402985,0.143712575,177,false,170,0.542203147,13,1151,1,after-1
190,2,Core,'PC Windows XP',normal,P3,42,false,75642,8,13,0,21,266.0833333,1853,104,544,1,161,1,Frederic Fusier,0.119402985,0.143712575,177,false,188,0.772532189,13,1151,0,after-1
1519,3.5,Core,'PC Windows XP',normal,P3,283,true,75644,1,6,3,13,144.2,4,2,219,1,262,1,David Audel,0.119402985,0.143712575,177,true,223,0.310443491,13,1151,1,after-1
195,3,Core,'PC Windows XP',normal,P3,32,true,75649,1,4,0,4,240.3333333,7,6,227,1,259,1,David Audel,0.119402985,0.143712575,177,false,225,0.321888412,13,1151,1,after-1
996,2,Core,'PC Windows XP',enhancement,P3,97,false,75702,2,7,1,11,704.1666667,16,141,657,1,123,1,Jerome Lanneluc,0.119402985,0.143712575,177,false,572,0.934191702,13,1151,0,after-1
734,3,Core,'PC Windows XP',normal,P3,10,false,75720,2,4,0,6,224.3333333,34,0,217,1,264,1,Olivier Thomann,0.119402985,0.143712575,177,false,561,0.30758226,13,1151,1,after-1
22,1,Core,'PC Windows 2000',critical,P2,271,false,75814,1,32,3,18,177.2903226,6,41,338,0,113,0,Jerome Lanneluc,0.119402985,0.143712575,177,false,527,0.474964235,5,15,0,next
1282,3,Core,'PC Windows XP',normal,P3,68,false,75885,6,4,1,7,1720,92,212,884,1,49,0,Philipe Mulet,0.021459227,0.028735632,684,false,716,0.763478261,13,1151,0,next
601,3,Core,'PC Windows XP',normal,P3,52,false,76027,1,4,1,6,840.3333333,35,1,230,1,258,1,Jerome Lanneluc,0.119402985,0.143712575,177,false,519,0.326180258,13,1151,1,after-1
1282,3,Core,'PC Windows XP',normal,P3,32,false,76093,1,5,1,6,132.25,4,9,252,1,249,1,Olivier Thomann,0.119402985,0.143712575,177,false,570,0.356223176,13,1151,1,after-1
1316,3,Core,'PC Windows XP',normal,P3,35,true,76100,1,3,1,7,252.5,14,1,232,1,257,1,Olivier Thomann,0.119402985,0.143712575,177,false,563,0.329041488,13,1151,1,after-1
1316,3,Core,'PC Windows XP',normal,P3,34,true,76103,3,4,1,6,168.3333333,728,0,231,1,257,1,Olivier Thomann,0.119402985,0.143712575,177,false,562,0.327610873,13,1151,1,after-1
1282,3,Core,'PC Windows XP',normal,P3,30,false,76159,1,8,0,8,75.57142857,4,2,242,1,255,1,Jerome Lanneluc,0.119402985,0.143712575,177,false,521,0.341917024,13,1151,1,after-1
195,3,Core,'PC Windows XP',normal,P3,29,true,76174,1,3,1,5,252.5,27,2,243,1,255,1,Kent Johnson,0.119402985,0.143712575,177,false,210,0.343347639,13,1151,1,after-1
1316,3,Core,'PC Windows XP',normal,P3,24,true,76181,1,3,1,6,240.5,105,0,233,1,257,1,Olivier Thomann,0.119402985,0.143712575,177,false,564,0.330472103,13,1151,1,after-1
37,2,Core,'PC Windows XP',major,P3,89,true,76277,1,6,1,6,96.2,2,0,239,1,256,1,Olivier Thomann,0.119402985,0.143712575,177,true,566,0.337625179,13,1151,1,after-1
734,3,Core,'PC Windows XP',normal,P3,219,true,76318,1,3,0,5,744.5,8,46,398,1,209,1,Jerome Lanneluc,0.119402985,0.143712575,177,false,536,0.559370529,13,1151,1,after-1
190,2,Core,'PC Windows XP',normal,P3,117,true,76359,6,3,1,5,240.5,170,13,282,1,241,1,Philipe Mulet,0.119402985,0.143712575,177,false,567,0.397711016,13,1151,1,after-1
1316,3,Core,'PC Windows XP',normal,P3,65,true,76440,2,6,1,6,81.8,324,3,250,1,250,1,Olivier Thomann,0.119402985,0.143712575,177,false,568,0.353361946,13,1151,1,after-1
5,1,Core,'Other Linux',normal,P3,171,true,76620,1,4,1,5,128.3333333,2,7,263,1,243,1,David Audel,0.119402985,0.143712575,177,false,228,0.371959943,13,1151,1,after-1
1,0,Core,'PC Windows XP',normal,P3,78,true,76682,1,10,1,5,40.11111111,2,6,260,1,243,1,Philipe Mulet,0.119402985,0.143712575,177,false,560,0.367668097,13,1151,1,after-1
7,0,Core,'PC Windows XP',normal,P3,73,false,76720,1,8,1,11,44.71428571,65,8,283,1,241,1,Philipe Mulet,0.119402985,0.143712575,177,false,568,0.399141631,13,1151,1,after-1
375,3,Core,'PC Windows XP',normal,P3,80,true,76761,1,3,1,6,1404.5,7,76,505,1,172,1,Jerome Lanneluc,0.119402985,0.143712575,177,false,554,0.713876967,13,1151,1,after-1
734,3,Core,'PC Windows XP',normal,P3,19,false,76766,1,3,0,5,156.5,46,0,254,1,249,1,Olivier Thomann,0.119402985,0.143712575,177,false,572,0.359084406,13,1151,1,after-1
1282,3,Core,'PC Windows XP',normal,P3,23,true,76874,1,4,1,5,96.33333333,51,3,261,1,243,1,David Audel,0.119402985,0.143712575,177,false,227,0.369098712,13,1151,1,after-1
23,0,Core,'PC Windows 2000',normal,P3,76,true,77052,4,6,1,7,43.4,73,0,262,1,243,1,Philipe Mulet,0.119402985,0.143712575,177,false,561,0.370529328,13,1151,1,after-1
601,3,Core,'PC Windows XP',normal,P3,50,true,77093,5,3,0,5,576.5,112,23,351,1,220,1,Frederic Fusier,0.119402985,0.143712575,177,false,166,0.494992847,13,1151,1,after-1
3,0,Core,'PC Linux',normal,P3,27,false,77212,1,8,1,7,24.14285714,107,0,277,1,242,1,Olivier Thomann,0.119402985,0.143712575,177,false,574,0.391988555,13,1151,1,after-1
734,3,Core,'PC Windows XP',normal,P3,156,true,77244,1,6,2,12,33.8,4,6,295,1,235,1,Olivier Thomann,0.119402985,0.143712575,177,true,577,0.414878398,13,1151,1,after-1
996,2,Core,'PC Windows XP',normal,P3,115,true,77273,1,4,1,7,48.33333333,2,3,284,1,237,1,Jerome Lanneluc,0.119402985,0.143712575,177,true,522,0.400572246,13,1151,1,after-1
996,2,Core,'PC Windows XP',minor,P3,96,true,77283,1,17,2,18,163.5625,19,74,522,1,166,1,Jerome Lanneluc,0.119402985,0.143712575,177,false,557,0.741058655,13,1151,0,after-1
996,2,Core,'PC Windows XP',major,P3,80,true,77388,1,9,1,10,129,2,22,367,1,215,1,Frederic Fusier,0.119402985,0.143712575,177,false,169,0.513590844,13,1151,1,after-1
190,2,Core,'PC Windows XP',normal,P3,35,true,77510,3,3,1,7,504,84,6,302,1,230,1,Frederic Fusier,0.119402985,0.143712575,177,false,157,0.424892704,13,1151,1,after-1
263,0,Core,'PC All',normal,P3,17,false,77573,1,3,2,8,492,302,7,312,1,229,1,David Audel,0.119402985,0.143712575,177,false,231,0.43776824,13,1151,1,after-1
195,3,Core,'PC Windows XP',normal,P3,94,false,77602,3,3,1,7,492,97,5,301,1,230,1,Frederic Fusier,0.119402985,0.143712575,177,false,156,0.423462089,13,1151,1,after-1
195,3,Core,'PC Windows XP',normal,P3,61,true,77630,1,3,1,7,492,10,14,344,1,222,1,Kent Johnson,0.119402985,0.143712575,177,false,224,0.483547926,13,1151,1,after-1
1316,3,Core,'PC Windows XP',normal,P3,35,false,77809,1,8,1,7,651.2857143,53,151,771,1,84,0,Olivier Thomann,0.021459227,0.028735632,684,false,715,0.666086957,13,1151,0,next
24,0,Core,'PC Linux',normal,P3,87,true,78008,1,10,1,7,104,5,4,311,1,229,1,Philipe Mulet,0.119402985,0.143712575,177,true,579,0.436337625,13,1151,1,after-1
10,2,Core,'PC Windows XP',critical,P3,107,true,78015,1,4,1,6,304,21,4,317,1,229,1,Philipe Mulet,0.119402985,0.143712575,177,true,581,0.444921316,13,1151,1,after-1
26,0,Core,'PC Windows 2000',minor,P3,85,true,78049,2,3,1,6,432,17,0,296,1,231,1,Philipe Mulet,0.119402985,0.143712575,177,false,575,0.417739628,13,1151,1,after-1
996,2,Core,'PC Windows XP',normal,P3,62,true,78082,2,4,1,9,288,23,9,340,1,222,1,Frederic Fusier,0.119402985,0.143712575,177,false,164,0.477825465,13,1151,1,after-1
734,3,Core,'PC Windows XP',normal,P3,29,false,78089,2,3,0,5,432,606,0,299,1,231,1,Olivier Thomann,0.119402985,0.143712575,177,false,578,0.420600858,13,1151,1,after-1
14,3,Core,'PC Windows XP',normal,P3,394,false,78128,1,20,3,15,154.1052632,10,10,349,0,111,0,Jerome Lanneluc,0.119402985,0.143712575,177,false,528,0.490701001,5,15,0,next
1282,3,Core,'PC Windows XP',normal,P3,94,false,78160,1,3,0,5,420,4,0,306,1,230,1,Olivier Thomann,0.119402985,0.143712575,177,true,579,0.430615165,13,1151,1,after-1
996,2,Core,'PC Windows XP',minor,P3,116,false,78275,1,17,6,20,51,4,8,348,1,220,1,David Audel,0.119402985,0.143712575,177,true,233,0.489270386,13,1151,1,after-1
5,4,Core,'PC Windows XP',major,P3,109,true,78321,1,6,1,6,172.8,75,0,319,1,229,1,Olivier Thomann,0.119402985,0.143712575,177,false,581,0.447782546,13,1151,1,after-1
468,2,Core,'PC Linux',normal,P3,98,true,78464,1,3,1,5,396,61,0,321,1,228,1,Philipe Mulet,0.119402985,0.143712575,177,false,583,0.450643777,13,1151,1,after-1
996,2,Core,'PC Windows XP',major,P3,26,false,78520,3,5,1,6,570,414,54,497,1,173,1,Jerome Lanneluc,0.119402985,0.143712575,177,false,552,0.702432046,13,1151,1,after-1
19,2,Core,'PC Windows XP',normal,P3,139,false,78581,1,10,1,11,80,4,7,357,1,218,1,Frederic Fusier,0.119402985,0.143712575,177,true,167,0.502145923,13,1151,1,after-1
996,2,Core,'PC Windows XP',minor,P3,37,false,78698,2,10,2,10,245.3333333,23,50,495,1,173,1,Olivier Thomann,0.119402985,0.143712575,177,false,632,0.699570815,13,1151,1,after-1
30,0,Core,'PC Windows XP',normal,P3,121,false,78704,1,7,1,6,112,16,0,325,1,223,1,Philipe Mulet,0.119402985,0.143712575,177,true,585,0.456366237,13,1151,1,after-1
23,0,Core,'All All',normal,P3,68,false,78714,1,7,3,13,112,4,1,339,1,222,1,Olivier Thomann,0.119402985,0.143712575,177,false,586,0.47639485,13,1151,1,after-1
4,0,Core,'PC Windows XP',normal,P3,99,true,78757,5,7,1,6,28,14,5,361,1,217,1,Jerome Lanneluc,0.119402985,0.143712575,177,false,531,0.507868383,13,1151,1,after-1
2244,3,Core,'PC Windows XP',normal,P3,185,false,78801,1,6,2,11,134.4,2,2,350,1,220,1,David Audel,0.119402985,0.143712575,177,true,234,0.492131617,13,1151,1,after-1
734,3,Core,'PC Windows XP',normal,P3,58,true,78906,1,3,1,5,1080,29,86,628,1,135,1,Philipe Mulet,0.119402985,0.143712575,177,false,653,0.891273247,13,1151,0,after-1
734,3,Core,'PC Windows XP',normal,P3,22,false,79110,1,4,0,4,200,2,2,363,1,217,1,JDT-Core-Inbox,0.119402985,0.143712575,177,false,33,0.510729614,13,1151,1,after-1
41,0,Core,'PC Windows XP',normal,P3,24,true,79144,1,6,1,7,412.8,19,55,540,1,163,1,Philipe Mulet,0.119402985,0.143712575,177,false,631,0.766809728,13,1151,0,after-1
20,2,Core,'PC Windows XP',normal,P3,130,false,79334,2,7,2,10,336,44,43,504,1,172,1,Jerome Lanneluc,0.119402985,0.143712575,177,false,553,0.712446352,13,1151,1,after-1
27,2,Core,'PC Linux',normal,P3,82,false,79359,1,7,1,13,1792,20,435,284,4,147,0,Kent Johnson,0.145985401,0.173913043,234,false,339,0.459016393,14,566,0,next
7,0,Core,'PC Windows XP',normal,P3,91,false,79362,1,7,1,6,84,6,0,372,1,215,1,Olivier Thomann,0.119402985,0.143712575,177,true,591,0.52074392,13,1151,1,after-1
226,2,Core,'PC Windows XP',normal,P2,281,false,79378,1,6,3,13,609.6,2,96,672,1,119,1,Frederic Fusier,0.119402985,0.143712575,177,true,198,0.951359084,13,1151,0,after-1
1,0,Core,'PC Windows XP',normal,P3,125,true,79545,2,9,1,7,57,76,0,384,1,213,1,Olivier Thomann,0.119402985,0.143712575,177,false,600,0.539341917,13,1151,1,after-1
734,3,Core,'PC Windows XP',normal,P3,58,true,79668,1,4,1,6,128,502,1,406,1,209,1,Olivier Thomann,0.119402985,0.143712575,177,false,608,0.570815451,13,1151,1,after-1
1500,3,Core,'PC Windows XP',normal,P3,162,false,79766,2,5,1,7,462,22,33,479,1,175,1,Jerome Lanneluc,0.119402985,0.143712575,177,false,547,0.675250358,13,1151,1,after-1
52,2,Core,'PC Linux',normal,P3,117,false,79772,2,7,1,6,28,49,0,399,1,209,1,Olivier Thomann,0.119402985,0.143712575,177,true,604,0.560801144,13,1151,1,after-1
1500,3,Core,'PC Windows XP',normal,P3,46,false,79790,10,5,1,10,84,712,9,446,1,199,1,Frederic Fusier,0.119402985,0.143712575,177,false,176,0.625178827,13,1151,1,after-1
1500,3,Core,'PC Windows XP',normal,P3,0,false,79795,1,10,1,6,40,11,1,413,1,208,1,Olivier Thomann,0.119402985,0.143712575,177,false,610,0.579399142,13,1151,1,after-1
23,0,Core,'PC Windows 2000',normal,P3,156,true,79797,1,7,1,7,80,70,0,411,1,208,1,Philipe Mulet,0.119402985,0.143712575,177,false,600,0.577968526,13,1151,1,after-1
996,2,Core,'PC Windows XP',normal,P3,25,false,79860,1,3,1,7,156,53,6,425,1,202,1,Frederic Fusier,0.119402985,0.143712575,177,false,173,0.596566524,13,1151,1,after-1
223,2,Core,'PC Windows 2000',normal,P3,50,false,79883,1,5,1,13,450,146,33,484,1,174,1,Frederic Fusier,0.119402985,0.143712575,177,false,185,0.683834049,13,1151,1,after-1
996,2,Core,'PC Windows XP',normal,P3,74,false,79990,2,17,1,15,262.4375,82,163,908,1,44,0,Frederic Fusier,0.021459227,0.028735632,684,false,247,0.786956522,13,1151,0,next
10,0,Core,'PC Windows XP',blocker,P3,123,true,80014,2,7,1,7,52,26,1,420,1,206,1,Olivier Thomann,0.119402985,0.143712575,177,false,613,0.589413448,13,1151,1,after-1
1316,3,Core,'PC Windows XP',normal,P3,79,true,80036,1,4,1,8,944,203,104,715,1,103,0,Olivier Thomann,0.021459227,0.028735632,684,true,692,0.613043478,13,1151,0,next
643,2,Core,'PC Windows XP',normal,P3,103,false,80063,1,6,2,7,772.6,3,145,841,1,61,0,David Audel,0.021459227,0.028735632,684,false,268,0.726086957,13,1151,0,next
996,2,Core,'PC Windows XP',enhancement,P3,131,false,80098,4,3,1,6,888,61,40,528,1,165,1,Jerome Lanneluc,0.119402985,0.143712575,177,false,558,0.749642346,13,1151,0,after-1
996,2,Core,'PC Windows XP',normal,P3,53,true,80223,1,3,1,6,852,6,24,476,1,179,1,Frederic Fusier,0.119402985,0.143712575,177,false,183,0.670958512,13,1151,1,after-1
996,2,Core,'PC Windows XP',normal,P3,126,false,80264,1,9,1,12,345,3,98,703,1,105,0,Frederic Fusier,0.021459227,0.028735632,684,false,210,0.604347826,13,1151,0,next
1,0,Core,'PC Windows XP',normal,P3,127,false,80432,1,7,2,8,739.8333333,2,176,1029,1,25,0,David Audel,0.021459227,0.028735632,684,false,295,0.890434783,13,1151,0,next
24,0,Core,'PC Linux',blocker,P3,121,true,80544,1,7,1,6,28,7,6,459,1,194,1,Philipe Mulet,0.119402985,0.143712575,177,false,606,0.645207439,13,1151,1,after-1
190,2,Core,'PC Windows XP',critical,P3,85,true,80597,2,6,1,7,316.8,13,0,440,1,200,1,Olivier Thomann,0.119402985,0.143712575,177,false,618,0.616595136,13,1151,1,after-1
1282,3,Core,'PC Windows XP',normal,P3,62,true,80672,1,11,0,5,12,2,0,445,1,199,1,Olivier Thomann,0.119402985,0.143712575,177,false,619,0.623748212,13,1151,1,after-1
195,3,Core,'PC Windows XP',normal,P3,101,true,80699,1,3,1,5,60,15,0,447,1,199,1,Olivier Thomann,0.119402985,0.143712575,177,false,620,0.626609442,13,1151,1,after-1
734,3,Core,'PC Windows XP',normal,P3,108,true,80745,1,8,1,7,233.1428571,12,33,532,1,165,1,Kent Johnson,0.119402985,0.143712575,177,false,248,0.755364807,13,1151,0,after-1
3,0,Core,'PC Windows XP',normal,P3,61,true,80780,3,4,1,6,24,8,0,450,1,197,1,Olivier Thomann,0.119402985,0.143712575,177,true,621,0.629470672,13,1151,1,after-1
734,3,Core,'PC Windows XP',normal,P3,30,false,80788,1,4,0,4,16,9,0,451,1,196,1,Olivier Thomann,0.119402985,0.143712575,177,false,622,0.630901288,13,1151,1,after-1
190,2,Core,'PC Windows XP',normal,P3,35,true,80910,1,4,0,5,0,28,0,453,1,195,1,Frederic Fusier,0.119402985,0.143712575,177,false,177,0.633762518,13,1151,1,after-1
190,2,Core,'PC Windows XP',normal,P3,53,false,80914,1,3,0,6,0,21,0,454,1,195,1,Frederic Fusier,0.119402985,0.143712575,177,false,178,0.635193133,13,1151,1,after-1
19,0,Core,'PC Windows XP',major,P3,57,false,80964,4,12,4,10,2.181818182,94,1,462,1,194,1,Philipe Mulet,0.119402985,0.143712575,177,false,607,0.649499285,13,1151,1,after-1
734,3,Core,'PC Windows XP',normal,P3,68,true,81023,1,7,1,7,4,6,0,460,1,194,1,Olivier Thomann,0.119402985,0.143712575,177,false,627,0.646638054,13,1151,1,after-1
996,2,Core,'PC Windows XP',normal,P3,26,false,81190,4,4,1,11,488,154,40,560,1,154,1,Frederic Fusier,0.119402985,0.143712575,177,false,190,0.793991416,13,1151,0,after-1
263,0,Core,'PC All',normal,P3,11,false,81244,1,6,3,10,302.4,14,57,622,1,137,1,Olivier Thomann,0.119402985,0.143712575,177,false,670,0.882689557,13,1151,0,after-1
996,2,Core,'PC Windows XP',normal,P3,42,true,81258,1,5,1,5,0,7,0,467,1,194,1,Jerome Lanneluc,0.119402985,0.143712575,177,false,545,0.658082976,13,1151,1,after-1
280,3,Core,'PC Windows XP',major,P3,37,false,81262,1,9,2,8,0,14,0,465,1,194,1,Philipe Mulet,0.119402985,0.143712575,177,false,608,0.65379113,13,1151,1,after-1
1500,3,Core,'PC Windows XP',enhancement,P3,25,false,81498,5,12,1,14,224.7272727,198,84,694,1,108,0,Frederic Fusier,0.021459227,0.028735632,684,false,209,0.594782609,13,1151,0,next
734,3,Core,'PC Windows XP',normal,P3,128,true,81535,2,16,1,7,688,8,21,508,1,171,1,Kent Johnson,0.119402985,0.143712575,177,false,241,0.718168813,13,1151,1,after-1
100,2,Core,'PC Windows XP',normal,P3,203,false,81556,1,7,3,12,240,18,17,486,1,174,1,Frederic Fusier,0.119402985,0.143712575,177,false,186,0.686695279,13,1151,1,after-1
1,0,Core,'PC Windows XP',normal,P3,21,false,81706,1,9,1,13,174,56,22,526,1,166,1,Kent Johnson,0.119402985,0.143712575,177,false,246,0.746781116,13,1151,0,after-1
2,0,Core,'PC Windows 2000',major,P3,229,true,81719,1,8,2,12,192,9,21,521,1,167,1,Philipe Mulet,0.119402985,0.143712575,177,false,625,0.738197425,13,1151,1,after-1
2,0,Core,'PC All',major,P3,203,true,81724,1,8,2,11,284.5714286,2,11,477,1,177,1,Philipe Mulet,0.119402985,0.143712575,177,true,613,0.672389127,13,1151,1,after-1
453,2,Core,'PC Windows XP',normal,P3,28,true,81971,1,9,1,8,156,6,6,482,1,174,1,Philipe Mulet,0.119402985,0.143712575,177,false,615,0.679542203,13,1151,1,after-1
41,0,Core,'PC Windows XP',normal,P3,60,true,82004,2,3,1,6,576,8,6,492,1,173,1,Jerome Lanneluc,0.119402985,0.143712575,177,false,550,0.69527897,13,1151,1,after-1
5,0,Core,'All Linux',critical,P3,86,true,82053,1,4,1,5,368,21,2,481,1,175,1,Philipe Mulet,0.119402985,0.143712575,177,false,614,0.678111588,13,1151,1,after-1
1,0,Core,'PC Linux',normal,P3,84,false,82136,1,5,1,6,258,31,0,489,1,174,1,Olivier Thomann,0.119402985,0.143712575,177,false,629,0.690987124,13,1151,1,after-1
630,2,Core,'PC All',normal,P3,15,false,82208,1,7,1,10,503.8333333,55,111,839,1,62,0,Frederic Fusier,0.021459227,0.028735632,684,false,231,0.724347826,13,1151,0,next
263,0,Core,'PC All',normal,P3,30,false,82253,1,6,1,7,201.6,6,0,496,1,173,1,Olivier Thomann,0.119402985,0.143712575,177,false,633,0.701001431,13,1151,1,after-1
734,3,Core,'PC Windows XP',normal,P3,39,false,82429,2,3,1,7,972,662,41,640,1,128,1,Olivier Thomann,0.119402985,0.143712575,177,false,674,0.908440629,13,1151,0,after-1
37,8,Core,'PC Windows XP',critical,P3,103,true,82432,6,7,1,5,152,101,1,511,1,168,1,Philipe Mulet,0.119402985,0.143712575,177,false,622,0.722460658,13,1151,1,after-1
996,2,Core,'PC Windows XP',normal,P3,66,true,82504,5,6,1,7,172.8,117,0,517,1,167,1,Philipe Mulet,0.119402985,0.143712575,177,true,623,0.731044349,13,1151,1,after-1
734,3,Core,'PC Windows XP',normal,P3,21,false,82510,5,3,1,6,444,200,1,527,1,166,1,Olivier Thomann,0.119402985,0.143712575,177,false,639,0.748211731,13,1151,0,after-1
26,0,Core,'PC Windows 2000',normal,P3,60,true,82514,1,5,1,7,210,286,0,516,1,167,1,Frederic Fusier,0.119402985,0.143712575,177,false,187,0.729613734,13,1151,1,after-1
263,0,Core,'PC All',normal,P3,103,false,82542,2,12,1,11,76.36363636,35,0,519,1,167,1,Jerome Lanneluc,0.119402985,0.143712575,177,true,556,0.735336195,13,1151,1,after-1
190,2,Core,'PC Windows XP',major,P3,71,true,82558,1,3,0,5,408,2,0,518,1,167,1,David Audel,0.119402985,0.143712575,177,false,241,0.733905579,13,1151,1,after-1
190,2,Core,'PC Windows XP',normal,P3,93,true,82560,1,6,1,6,719.8,14,142,1035,1,25,0,David Audel,0.021459227,0.028735632,684,false,296,0.895652174,13,1151,0,next
26,0,Core,'PC Windows 2000',normal,P3,249,true,82647,1,4,1,6,272,10,21,592,1,145,1,Philipe Mulet,0.119402985,0.143712575,177,false,641,0.842632332,13,1151,0,after-1
4,0,Core,'Other Linux',normal,P3,93,true,82671,2,10,1,10,90.66666667,6,14,571,1,151,1,Philipe Mulet,0.119402985,0.143712575,177,false,634,0.811158798,13,1151,0,after-1
5,0,Core,'PC All',normal,P3,71,true,82673,1,6,2,10,571,15,103,835,1,63,0,Frederic Fusier,0.021459227,0.028735632,684,false,228,0.72,13,1151,0,next
195,3,Core,'PC Windows XP',normal,P3,33,true,82754,1,3,1,6,408,5,0,533,1,165,1,Kent Johnson,0.119402985,0.143712575,177,false,249,0.756795422,13,1151,0,after-1
1316,3,Core,'PC Windows XP',normal,P3,69,true,82830,4,6,1,8,364.8,12,52,686,1,112,1,Jerome Lanneluc,0.119402985,0.143712575,177,false,574,0.971387697,13,1151,0,after-1
5,0,Core,'PC Linux',normal,P3,65,false,82844,2,4,1,5,256,46,0,539,1,164,1,Philipe Mulet,0.119402985,0.143712575,177,true,630,0.765379113,13,1151,0,after-1
734,3,Core,'PC Windows XP',normal,P3,31,true,82859,1,5,2,6,198,11,6,553,1,158,1,Olivier Thomann,0.119402985,0.143712575,177,false,646,0.785407725,13,1151,0,after-1
5,0,Core,'All All',minor,P3,46,true,83002,1,5,1,7,432,33,49,693,1,112,1,Philipe Mulet,0.119402985,0.143712575,177,false,672,0.979971388,13,1151,0,after-1
996,2,Core,'PC Windows XP',normal,P3,43,true,83013,3,5,1,6,180,49,0,543,1,161,1,Olivier Thomann,0.119402985,0.143712575,177,false,642,0.771101574,13,1151,0,after-1
2,0,Core,'PC Windows XP',critical,P3,31,false,83032,1,9,1,8,90,6,0,545,1,161,1,Olivier Thomann,0.119402985,0.143712575,177,false,643,0.773962804,13,1151,0,after-1
10,0,Core,'PC Windows 2000',normal,P3,66,false,83078,1,3,2,7,348,2,2,555,1,158,1,Olivier Thomann,0.119402985,0.143712575,177,false,648,0.788268956,13,1151,0,after-1
996,2,Core,'PC Windows XP',normal,P3,78,false,83083,2,12,3,13,246.4545455,6,101,864,1,59,0,Kent Johnson,0.021459227,0.028735632,684,true,280,0.745217391,13,1151,0,next
996,2,Core,'PC Windows XP',normal,P3,72,false,83096,1,4,1,7,232,40,0,547,1,160,1,Kent Johnson,0.119402985,0.143712575,177,true,250,0.776824034,13,1151,0,after-1
1614,2,Core,'PC Windows XP',minor,P3,38,true,83206,1,6,1,10,1353.4,61,281,132,4,244,1,David Audel,0.674074074,0.674074074,44,false,323,0.459854015,14,566,1,after-1
996,2,Core,'PC Windows XP',normal,P3,107,true,83210,3,6,2,9,129.6,18,1,558,1,157,1,Jerome Lanneluc,0.119402985,0.143712575,177,false,563,0.792560801,13,1151,0,after-1
996,2,Core,'PC Windows XP',normal,P3,62,true,83219,1,5,1,5,168,5,8,577,1,151,1,Olivier Thomann,0.119402985,0.143712575,177,true,653,0.819742489,13,1151,0,after-1
1735,3,Core,'PC Linux',normal,P3,68,true,83225,3,3,1,6,324,240,7,570,1,151,1,Philipe Mulet,0.119402985,0.143712575,177,false,633,0.808297568,13,1151,0,after-1
996,2,Core,'PC Windows XP',normal,P3,20,true,83230,2,10,1,10,298.5555556,92,92,823,1,66,0,Frederic Fusier,0.021459227,0.028735632,684,false,224,0.709565217,13,1151,0,next
734,3,Core,'PC Windows XP',normal,P3,190,false,83236,1,4,0,5,208,7,7,573,1,151,1,David Audel,0.119402985,0.143712575,177,true,245,0.814020029,13,1151,0,after-1
1500,3,Core,'PC Windows XP',major,P3,79,true,83304,3,6,1,11,124.8,51,0,556,1,157,1,Frederic Fusier,0.119402985,0.143712575,177,false,189,0.789699571,13,1151,0,after-1
996,2,Core,'PC Windows XP',normal,P3,59,true,83319,2,5,1,6,414,35,39,678,1,118,1,Frederic Fusier,0.119402985,0.143712575,177,false,202,0.959942775,13,1151,0,after-1
453,2,Core,'PC Linux-GTK',normal,P3,77,true,83321,1,5,1,7,414,3,32,645,1,126,1,David Audel,0.119402985,0.143712575,177,false,247,0.915593705,13,1151,0,after-1
996,2,Core,'PC Windows XP',minor,P3,132,true,83376,1,3,1,5,312,24,11,589,1,146,1,Kent Johnson,0.119402985,0.143712575,177,false,255,0.838340486,13,1151,0,after-1
453,2,Core,'PC Linux-GTK',normal,P3,229,false,83383,1,9,1,7,78,52,14,599,1,143,1,Olivier Thomann,0.119402985,0.143712575,177,true,659,0.851216023,13,1151,0,after-1
1316,3,Core,'PC Windows XP',normal,P3,62,false,83388,1,6,1,7,326.4,2,38,676,1,119,1,Frederic Fusier,0.119402985,0.143712575,177,true,201,0.957081545,13,1151,0,after-1
996,2,Core,'PC Windows XP',normal,P3,94,false,83393,2,13,1,8,136,34,45,684,1,112,1,Frederic Fusier,0.119402985,0.143712575,177,false,205,0.968526466,13,1151,0,after-1
190,2,Core,'PC Windows XP',normal,P3,32,false,83489,1,6,1,7,110.4,4,2,564,1,153,1,David Audel,0.119402985,0.143712575,177,false,244,0.799713877,13,1151,0,after-1
