experience,median_integration_time,component,platform,severity,priority,description_size,hascode,bug_id,files,comments,tossing,activities,comments_interval,churn,fix_time,workload,creation_to_release,days,delay,resolver,entire_int_rate,prev_int_rate,coming_from_prev,has_stack,resolver_experience,rank_ratio,active_developers,release_size,class,class2
1141,3,Core,'PC Windows 2000',normal,P3,17,false,45968,1,4,0,5,136,7,0,318,1,234,1,Olivier Thomann,0.637951106,2.140625,311,false,379,0.54137931,3,776,1,after-1
5,0,Core,'PC Windows XP',normal,P3,62,true,46033,1,4,1,7,16,6,1,325,1,231,1,Olivier Thomann,0.637951106,2.140625,311,false,380,0.553448276,3,776,1,after-1
1088,3.5,Core,'PC Windows 2000',normal,P3,59,false,46040,1,4,2,6,336,25,40,430,1,192,1,Jerome Lanneluc,0.637951106,2.140625,311,true,383,0.732758621,3,776,1,after-1
564,5,Core,'PC Windows XP',major,P3,68,true,46060,1,10,1,8,112,6,29,393,1,203,1,David Audel,0.637951106,2.140625,311,false,170,0.668965517,3,776,1,after-1
1071,3,Core,'PC Windows 2000',normal,P3,64,false,46093,2,7,0,6,468,27,0,324,0,125,0,Kent Johnson,0.637951106,2.140625,311,false,153,0.551724138,3,22,0,next
1141,3,Core,'PC Windows 2000',normal,P3,63,false,46356,2,4,0,4,112,48,0,330,1,227,1,Kent Johnson,0.637951106,2.140625,311,false,155,0.562068966,3,776,1,after-1
474,3,Core,'PC Windows 2000',normal,P3,47,false,46686,1,3,0,4,72,2,0,331,1,223,1,Olivier Thomann,0.637951106,2.140625,311,false,382,0.563793103,3,776,1,after-1
474,3,Core,'PC Windows 2000',normal,P3,45,false,46689,1,5,0,5,36,55,0,332,1,223,1,Olivier Thomann,0.637951106,2.140625,311,false,383,0.565517241,3,776,1,after-1
370,0,Core,'PC Windows XP',normal,P3,160,true,46717,1,5,1,6,36,8,2,342,1,220,1,Olivier Thomann,0.637951106,2.140625,311,false,385,0.584482759,3,776,1,after-1
992,3,Core,'PC Windows XP',normal,P3,45,false,46964,2,5,1,7,6,101,0,345,1,218,1,Frederic Fusier,0.637951106,2.140625,311,false,15,0.59137931,3,776,1,after-1
1141,3,Core,'PC Windows 2000',major,P3,51,false,47079,3,12,1,7,8.727272727,39,0,349,1,217,1,Olivier Thomann,0.637951106,2.140625,311,false,387,0.596551724,3,776,1,after-1
139,3,Core,'PC Windows 2000',normal,P3,84,false,47132,1,3,1,6,312,8,10,377,1,206,1,Frederic Fusier,0.637951106,2.140625,311,false,18,0.643103448,3,776,1,after-1
713,0,Core,'PC Windows XP',normal,P3,233,false,47180,1,3,1,5,12,4,0,354,1,216,1,Jerome Lanneluc,0.637951106,2.140625,311,true,374,0.603448276,3,776,1,after-1
516,3,Core,'PC Windows 2000',normal,P3,40,false,47213,1,8,1,11,370.2857143,9,18,414,1,197,1,Jerome Lanneluc,0.637951106,2.140625,311,false,378,0.706896552,3,776,1,after-1
198,2.5,Core,'PC Windows 2000',normal,P3,126,false,47338,1,4,2,7,176,30,13,409,1,199,1,Frederic Fusier,0.637951106,2.140625,311,true,24,0.696551724,3,776,1,after-1
5,0,Core,'PC Windows 2000',normal,P3,38,false,47339,1,7,2,7,88,14,6,378,1,206,1,Frederic Fusier,0.637951106,2.140625,311,false,19,0.644827586,3,776,1,after-1
992,3,Core,'PC Windows XP',normal,P3,52,true,47401,1,4,2,6,168,14,1,369,1,210,1,David Audel,0.637951106,2.140625,311,false,166,0.629310345,3,776,1,after-1
64,3,Core,'PC Windows XP',normal,P3,66,false,47743,1,6,3,9,364.8,34,39,455,1,169,1,Jerome Lanneluc,0.637951106,2.140625,311,false,394,0.768965517,3,776,1,after-1
1,0,Core,'PC Windows XP',blocker,P3,36,false,47776,1,7,1,5,64,2,0,380,1,206,1,Philipe Mulet,0.637951106,2.140625,311,false,440,0.648275862,3,776,1,after-1
43,0,Core,'PC Windows XP',normal,P3,23,false,47800,2,5,1,6,96,70,0,382,1,206,1,Olivier Thomann,0.637951106,2.140625,311,false,396,0.651724138,3,776,1,after-1
43,0,Core,'PC Windows XP',normal,P3,23,false,47801,1,4,1,6,128,2,0,383,1,206,1,Olivier Thomann,0.637951106,2.140625,311,false,397,0.653448276,3,776,1,after-1
430,3,Core,'PC Windows XP',trivial,P3,29,false,47886,3,11,1,13,216,27,14,434,0,83,0,Olivier Thomann,0.637951106,2.140625,311,false,413,0.743103448,3,22,0,next
6,0,Core,'PC Windows 2000',normal,P3,37,false,47918,1,5,1,6,90,18,0,392,1,204,1,Olivier Thomann,0.637951106,2.140625,311,false,402,0.667241379,3,776,1,after-1
1,0,Core,'PC Linux',normal,P3,64,true,47976,1,6,1,7,427.2,13,0,388,0,97,0,Olivier Thomann,0.637951106,2.140625,311,true,400,0.660344828,3,22,0,next
43,0,Core,'PC Windows XP',normal,P3,49,true,47986,1,6,0,6,67.2,123,0,389,1,204,1,Olivier Thomann,0.637951106,2.140625,311,false,401,0.662068966,3,776,1,after-1
5,0,UI,'All All',enhancement,P3,94,true,47997,1,15,2,10,1.714285714,128,1,398,1,203,1,Olivier Thomann,0.637951106,2.140625,311,false,405,0.677586207,3,776,1,after-1
43,0,Core,'PC Windows XP',normal,P3,21,false,48167,2,4,0,5,96,83,0,408,1,202,1,Olivier Thomann,0.637951106,2.140625,311,false,412,0.694827586,3,776,1,after-1
139,3,Core,'PC Windows 2000',normal,P3,204,false,48261,1,3,1,5,108,2,2,415,1,197,1,Jerome Lanneluc,0.637951106,2.140625,311,true,379,0.70862069,3,776,1,after-1
1071,3,Core,'PC Windows 2000',normal,P3,38,true,48333,1,6,1,6,398.4,37,3,419,0,88,0,Philipe Mulet,0.637951106,2.140625,311,false,446,0.715517241,3,22,0,next
1282,3,Core,'PC Windows 2000',normal,P3,17,false,48336,1,8,1,11,990.7142857,101,230,113,4,336,2,Frederic Fusier,0.958024691,3.079365079,34,false,132,0.552238806,13,1151,1,after-2
316,2.5,Core,'PC Windows XP',normal,P3,73,false,48350,2,6,2,9,312,21,27,447,1,170,1,Jerome Lanneluc,0.637951106,2.140625,311,false,389,0.760344828,3,776,1,after-1
516,3,Core,'PC Windows 2000',normal,P3,25,false,48353,1,3,1,5,96,3,0,414,1,198,1,Jerome Lanneluc,0.637951106,2.140625,311,false,377,0.705172414,3,776,1,after-1
516,3,Core,'PC Windows 2000',normal,P3,21,false,48395,5,4,1,5,512,197,28,456,1,169,1,Jerome Lanneluc,0.637951106,2.140625,311,false,395,0.770689655,3,776,1,after-1
153,5,Core,'PC Linux-GTK',normal,P3,41,true,48404,1,4,1,7,504,25,23,438,1,174,1,Olivier Thomann,0.637951106,2.140625,311,false,414,0.75,3,776,1,after-1
15,0,Core,'PC Linux',major,P3,250,false,48459,1,6,2,7,307.2,2,28,459,1,168,1,Jerome Lanneluc,0.637951106,2.140625,311,true,396,0.777586207,3,776,1,after-1
58,0,Core,'PC Windows XP',enhancement,P3,105,false,48489,3,5,1,10,372,493,36,477,1,160,1,Olivier Thomann,0.637951106,2.140625,311,false,430,0.813793103,3,776,0,after-1
316,2.5,Core,'PC Windows XP',normal,P2,76,false,48502,1,9,2,11,476.875,12,144,664,1,51,0,David Audel,0.037931034,0.081784387,558,true,181,0.813580247,3,776,0,next
992,3,Core,'PC Windows XP',normal,P3,34,true,48617,1,4,1,5,48,16,0,420,1,195,1,Kent Johnson,0.637951106,2.140625,311,false,164,0.717241379,3,776,1,after-1
426,0,Core,'All All',normal,P3,529,false,48706,1,13,1,8,8,12,3,436,1,190,1,Jerome Lanneluc,0.637951106,2.140625,311,true,386,0.746551724,3,776,1,after-1
14,0,Core,'All All',normal,P3,85,false,48711,2,3,1,5,24,258,0,432,1,192,1,Frederic Fusier,0.637951106,2.140625,311,false,30,0.736206897,3,776,1,after-1
1071,3,Core,'PC Windows 2000',normal,P3,45,true,48749,8,6,0,5,369.6,86,0,431,0,85,0,Philipe Mulet,0.637951106,2.140625,311,false,448,0.734482759,3,22,0,next
139,3,Core,'PC Windows 2000',normal,P3,55,true,48752,1,3,1,5,1859.5,2,149,699,1,43,0,David Audel,0.037931034,0.081784387,558,false,184,0.855555556,3,776,0,next
375,3,Core,'PC Windows XP',normal,P3,264,false,48818,1,3,1,5,24,2,0,433,1,191,1,Jerome Lanneluc,0.637951106,2.140625,311,true,384,0.737931034,3,776,1,after-1
992,3,Core,'PC Windows XP',normal,P3,32,false,48965,1,6,0,7,4.8,22,0,435,1,190,1,Frederic Fusier,0.637951106,2.140625,311,false,32,0.744827586,3,776,1,after-1
103,0,Core,'PC Windows XP',normal,P3,228,true,49120,1,6,1,5,268.8,102,17,446,1,171,1,Jerome Lanneluc,0.637951106,2.140625,311,false,388,0.75862069,3,776,1,after-1
10,0,UI,'PC Windows XP',enhancement,P3,102,true,49243,1,9,4,20,270,4,89,570,1,97,0,Martin Aeschlimann,0.037931034,0.081784387,558,false,5,0.7,3,776,0,next
35,0,Core,'PC Windows XP',normal,P3,131,false,49298,1,15,2,16,89.14285714,18,21,464,1,163,1,Silvio B�hler,0.637951106,2.140625,311,false,0,0.787931034,3,776,0,after-1
20,0,Core,'All All',enhancement,P3,125,false,49351,2,22,1,12,53.71428571,120,12,457,1,169,1,Olivier Thomann,0.637951106,2.140625,311,false,420,0.774137931,3,776,1,after-1
43,0,Core,'PC Windows 2000',normal,P3,18,false,49361,1,3,0,5,552,14,8,441,1,171,1,Olivier Thomann,0.637951106,2.140625,311,false,416,0.753448276,3,776,1,after-1
198,2.5,UI,'PC Windows XP',major,P3,42,true,49551,1,15,3,16,13.71428571,39,7,464,1,163,1,Silvio B�hler,0.637951106,2.140625,311,false,1,0.789655172,3,776,0,after-1
516,3,Core,'PC Windows 2000',normal,P3,24,false,49561,9,3,1,5,444,171,0,450,1,170,1,Jerome Lanneluc,0.637951106,2.140625,311,false,392,0.765517241,3,776,1,after-1
43,0,UI,'PC Windows XP',trivial,P3,133,false,49571,1,10,2,15,26.66666667,2,10,475,1,160,1,Olivier Thomann,0.637951106,2.140625,311,false,428,0.810344828,3,776,0,after-1
474,3,Core,'PC Windows XP',normal,P3,38,false,49653,1,3,0,4,420,18,0,458,1,169,1,Olivier Thomann,0.637951106,2.140625,311,false,421,0.775862069,3,776,1,after-1
123,0,Core,'PC Windows 2000',normal,P3,30,false,49691,1,8,1,8,767.8571429,28,12,483,1,155,1,Frederic Fusier,0.637951106,2.140625,311,false,37,0.824137931,3,776,0,after-1
43,0,UI,'PC Windows XP',minor,P3,46,false,49760,2,8,1,7,13.71428571,76,4,465,1,163,1,Silvio B�hler,0.637951106,2.140625,311,false,2,0.79137931,3,776,0,after-1
992,3,Core,'PC Windows XP',normal,P3,20,false,49763,1,4,1,6,264,60,0,464,1,167,1,Olivier Thomann,0.637951106,2.140625,311,false,424,0.786206897,3,776,1,after-1
375,3,Core,'PC Windows XP',normal,P3,384,false,49809,2,11,2,17,180,10,46,562,1,120,1,Jerome Lanneluc,0.637951106,2.140625,311,true,410,0.965517241,3,776,0,after-1
516,3,Core,'PC Windows 2000',normal,P3,43,false,49986,1,6,1,10,340.8,3,63,566,1,99,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,414,0.69382716,3,776,0,next
316,2.5,Core,'PC Windows XP',major,P3,82,true,49994,4,6,2,9,134.4,34,23,525,1,139,1,Frederic Fusier,0.637951106,2.140625,311,false,61,0.9,3,776,0,after-1
82,0,Core,'PC Windows XP',normal,P2,69,false,50025,2,6,1,8,139.2,12,1,472,1,160,1,Olivier Thomann,0.637951106,2.140625,311,false,425,0.805172414,3,776,0,after-1
153,5,Core,'PC Linux-GTK',minor,P3,42,false,50225,1,4,1,7,192,14,0,482,1,156,1,Olivier Thomann,0.637951106,2.140625,311,false,431,0.822413793,3,776,0,after-1
474,3,Core,'PC Windows XP',normal,P3,19,false,50265,2,3,0,5,276,13,1,484,1,155,1,Olivier Thomann,0.637951106,2.140625,311,false,432,0.825862069,3,776,0,after-1
9,0,Core,'PC Windows 2000',normal,P3,130,false,50276,1,5,2,8,138,12,16,520,1,140,1,Olivier Thomann,0.637951106,2.140625,311,false,441,0.89137931,3,776,0,after-1
516,3,Core,'PC Windows 2000',normal,P3,78,false,50320,4,3,1,5,264,50,2,486,1,153,1,Jerome Lanneluc,0.637951106,2.140625,311,false,403,0.831034483,3,776,0,after-1
2,0,Core,'PC Windows XP',major,P3,26,false,50571,1,8,1,10,61.71428571,26,7,511,1,143,1,Jerome Lanneluc,0.637951106,2.140625,311,false,405,0.877586207,3,776,0,after-1
426,0,Core,'PC All',normal,P3,11,false,50586,3,7,1,8,5760,360,28,562,1,122,1,Olivier Thomann,0.637951106,2.140625,311,false,457,0.962068966,3,776,0,after-1
474,3,Core,'PC Windows XP',normal,P3,16,false,50601,1,3,0,5,204,19,0,488,1,150,1,Olivier Thomann,0.637951106,2.140625,311,false,435,0.834482759,3,776,0,after-1
1413,3,Core,'PC Windows XP',normal,P3,151,false,50686,1,5,1,6,671.75,4,107,706,1,41,0,David Audel,0.037931034,0.081784387,558,true,186,0.864197531,3,776,0,next
76,0,Core,'PC Windows 2000',normal,P3,51,false,50694,1,4,1,7,120,35,0,497,1,148,1,Frederic Fusier,0.637951106,2.140625,311,false,41,0.848275862,3,776,0,after-1
394,2,Core,'PC Windows XP',normal,P3,28,false,50719,1,4,0,5,128,4,0,495,1,149,1,Olivier Thomann,0.637951106,2.140625,311,false,437,0.844827586,3,776,0,after-1
375,3,Core,'PC Windows XP',critical,P3,149,false,50736,1,9,2,10,48,10,0,498,1,148,1,Olivier Thomann,0.637951106,2.140625,311,true,438,0.853448276,3,776,0,after-1
992,3,Core,'PC Windows XP',normal,P3,48,true,50838,1,4,1,5,104,2,0,503,1,147,1,Frederic Fusier,0.637951106,2.140625,311,false,48,0.862068966,3,776,0,after-1
992,3,Core,'PC Windows XP',normal,P3,52,true,50858,2,11,1,7,31.2,152,6,516,1,141,1,Frederic Fusier,0.637951106,2.140625,311,false,57,0.886206897,3,776,0,after-1
992,3,Core,'PC Windows XP',minor,P3,56,false,50898,1,7,1,8,52,10,5,514,1,141,1,Frederic Fusier,0.637951106,2.140625,311,false,55,0.882758621,3,776,0,after-1
193,0,Core,'All All',major,P3,88,false,50989,1,18,1,15,153.8235294,181,76,610,1,69,0,Olivier Thomann,0.037931034,0.081784387,558,false,471,0.749382716,3,776,0,next
426,0,Core,'PC All',normal,P3,50,true,51035,1,4,2,9,88,12,7,527,1,136,1,Olivier Thomann,0.637951106,2.140625,311,false,443,0.905172414,3,776,0,after-1
1413,3,Core,'PC Windows XP',normal,P3,34,false,51045,1,4,1,7,416,43,24,564,1,119,1,Jerome Lanneluc,0.637951106,2.140625,311,false,412,0.968965517,3,776,0,after-1
3,0,Core,'PC Linux',normal,P3,86,true,51089,1,5,1,5,54,42,0,512,1,142,1,Jerome Lanneluc,0.637951106,2.140625,311,true,406,0.879310345,3,776,0,after-1
474,3,Core,'PC Windows XP',normal,P3,30,false,51104,2,5,0,5,48,372,1,515,1,141,1,Frederic Fusier,0.637951106,2.140625,311,false,56,0.884482759,3,776,0,after-1
35,0,Core,'PC Windows XP',normal,P3,160,false,51201,1,6,2,14,38.4,14,4,525,1,136,1,Olivier Thomann,0.637951106,2.140625,311,false,442,0.901724138,3,776,0,after-1
21,3,Core,'PC Windows XP',normal,P3,252,false,51213,1,24,1,14,108.4782609,35,78,630,1,62,0,Kent Johnson,0.037931034,0.081784387,558,false,177,0.774074074,3,776,0,next
1413,3,Core,'PC Windows XP',normal,P3,83,false,51249,3,8,1,6,24,54,0,521,1,139,1,Jerome Lanneluc,0.637951106,2.140625,311,false,407,0.893103448,3,776,0,after-1
474,3,Core,'PC Windows XP',normal,P3,46,true,51300,1,4,0,4,48,12,0,523,1,139,1,Philipe Mulet,0.637951106,2.140625,311,false,453,0.896551724,3,776,0,after-1
474,3,Core,'PC Windows XP',normal,P3,39,false,51363,2,3,0,4,24,36,0,526,1,136,1,Frederic Fusier,0.637951106,2.140625,311,false,62,0.903448276,3,776,0,after-1
37,0,Core,'PC Windows XP',normal,P3,31,true,51500,1,4,5,14,783.6666667,27,76,639,1,59,0,Olivier Thomann,0.037931034,0.081784387,558,false,483,0.785185185,3,776,0,next
76,0,Core,'PC Windows 2000',normal,P3,32,false,51508,2,3,1,7,24,10,1,531,1,133,1,Frederic Fusier,0.637951106,2.140625,311,false,65,0.912068966,3,776,0,after-1
76,0,Core,'PC Windows 2000',normal,P3,87,true,51600,1,6,1,9,465.4,21,90,687,1,44,0,Frederic Fusier,0.037931034,0.081784387,558,false,95,0.840740741,3,776,0,next
123,0,Core,'PC Windows XP',normal,P3,43,false,51603,1,5,1,9,6,31,1,535,1,133,1,Olivier Thomann,0.637951106,2.140625,311,false,445,0.918965517,3,776,0,after-1
76,0,Core,'PC Windows 2000',minor,P3,248,true,51659,1,6,1,6,4.8,9,0,528,1,134,1,Olivier Thomann,0.637951106,2.140625,311,false,444,0.906896552,3,776,0,after-1
139,3,Core,'PC Windows 2000',normal,P3,78,true,51867,1,4,1,5,767.6666667,2,52,587,1,80,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,423,0.722222222,3,776,0,next
1141,3,Core,'PC Windows 2000',normal,P3,25,false,52273,3,3,0,7,444,93,8,563,1,119,1,Jerome Lanneluc,0.637951106,2.140625,311,false,411,0.967241379,3,776,0,after-1
9,0,Core,'PC Windows XP',normal,P3,387,false,52347,1,8,2,11,308.4285714,82,44,585,1,83,0,Jerome Lanneluc,0.037931034,0.081784387,558,true,422,0.719753086,3,776,0,next
29,0,Core,'PC Windows XP',normal,P3,175,false,52379,4,10,1,10,693.3333333,64,235,226,4,259,1,Jerome Lanneluc,0.119402985,0.143712575,177,false,518,0.320457797,13,1151,1,after-1
516,3,Core,'PC Windows 2000',normal,P3,31,false,52384,2,3,0,5,432,35,0,549,1,126,1,Jerome Lanneluc,0.637951106,2.140625,311,false,408,0.939655172,3,776,0,after-1
156,0,Core,'PC Windows XP',normal,P3,113,true,52422,1,5,2,7,539.75,14,88,716,1,38,0,David Audel,0.037931034,0.081784387,558,false,189,0.87654321,3,776,0,next
118,0,Debug,'PC Windows XP',normal,P2,90,false,52474,8,40,13,49,59.05128205,74,96,744,1,30,0,Luc Bourlier,0.037931034,0.081784387,558,false,0,0.914814815,3,776,0,next
516,3,Core,'PC Windows 2000',normal,P3,29,false,52619,1,4,0,5,272,2,0,551,1,125,1,Kent Johnson,0.637951106,2.140625,311,true,170,0.943103448,3,776,0,after-1
40,0,Core,'PC Windows XP',normal,P3,76,true,52679,2,14,2,8,162.3846154,234,59,615,1,66,0,Olivier Thomann,0.037931034,0.081784387,558,false,474,0.755555556,3,776,0,next
992,3,Core,'PC Windows XP',normal,P2,678,true,53624,1,5,1,6,126,2,0,574,1,112,1,David Audel,0.637951106,2.140625,311,true,175,0.982758621,3,776,0,after-1
14,0,Core,'PC Windows All',minor,P4,30,false,54044,1,16,3,17,27.2,8,10,570,1,97,0,Olivier Thomann,0.037931034,0.081784387,558,false,460,0.698765432,3,776,0,next
992,3,Core,'PC Windows XP',normal,P3,9,false,54294,1,5,1,5,84,10,0,562,0,106,0,Philipe Mulet,0.037931034,0.081784387,558,false,462,0.688888889,3,776,0,next
2,0,Core,'PC Windows XP',normal,P3,5,false,54763,8,5,1,6,389.75,119,20,586,0,81,0,Philipe Mulet,0.037931034,0.081784387,558,false,463,0.720987654,3,776,0,next
316,2.5,Core,'PC Windows XP',normal,P3,37,true,54962,2,3,1,6,755.5,35,61,712,0,39,0,Frederic Fusier,0.037931034,0.081784387,558,false,101,0.871604938,3,776,0,next
996,2,Core,'PC Windows XP',normal,P3,58,true,54968,1,16,3,26,606.4,35,366,728,3,101,0,Frederic Fusier,0.021459227,0.028735632,684,false,214,0.625217391,13,1151,0,next
1413,3,Core,'PC Windows XP',normal,P3,63,false,55088,1,9,2,12,185.875,6,14,581,0,84,0,Jerome Lanneluc,0.037931034,0.081784387,558,true,420,0.714814815,3,776,0,next
1413,3,Core,'PC Windows XP',normal,P3,126,false,55102,3,12,2,8,4.363636364,58,1,568,0,97,0,Jerome Lanneluc,0.037931034,0.081784387,558,true,415,0.695061728,3,776,0,next
516,3,Core,'PC Windows 2000',normal,P3,37,false,55372,1,3,0,4,60,36,0,569,0,97,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,416,0.697530864,3,776,0,next
474,3,Core,'PC Windows XP',blocker,P2,454,false,55421,1,8,2,9,17.14285714,5,2,572,0,94,0,JDT-Core-Inbox,0.037931034,0.081784387,558,false,22,0.702469136,3,776,0,next
1708,5,Core,'PC Windows 2000',normal,P3,88,false,55478,1,10,1,9,66.55555556,26,3,576,0,92,0,Olivier Thomann,0.037931034,0.081784387,558,false,462,0.708641975,3,776,0,next
1413,3,Core,'PC Windows XP',normal,P3,36,false,55504,2,5,1,7,18,184,1,575,0,93,0,Frederic Fusier,0.037931034,0.081784387,558,false,82,0.70617284,3,776,0,next
516,3,Core,'PC Windows 2000',normal,P3,11,false,55930,2,4,0,6,8,4,0,577,0,91,0,Frederic Fusier,0.037931034,0.081784387,558,false,84,0.709876543,3,776,0,next
713,0,Core,'PC Windows XP',normal,P3,354,false,55992,4,6,1,5,263.8,71,8,584,0,83,0,Frederic Fusier,0.037931034,0.081784387,558,true,85,0.718518519,3,776,0,next
1141,3,Core,'PC Windows 2000',normal,P3,64,false,56316,4,3,0,4,635.5,18,4,578,0,86,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,418,0.711111111,3,776,0,next
1095,3,Core,'PC Windows XP',normal,P3,21,false,56449,7,13,1,11,103.9166667,121,3,579,0,85,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,419,0.712345679,3,776,0,next
426,0,Core,'PC All',normal,P3,38,false,56462,1,5,2,8,83.75,2,4,580,0,85,0,Olivier Thomann,0.037931034,0.081784387,558,false,463,0.713580247,3,776,0,next
7,3,Core,'PC Windows 2000',normal,P2,81,false,56870,5,32,3,24,44.87096774,81,56,746,0,29,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,459,0.918518519,3,776,0,next
22,0,Core,'PC Linux-GTK',normal,P3,126,false,57414,1,8,2,14,150.7142857,2,43,720,0,37,0,David Audel,0.037931034,0.081784387,558,false,191,0.882716049,3,776,0,next
36,0,Core,'PC Windows 2000',minor,P3,46,false,57585,3,10,1,10,453.3333333,119,134,143,3,312,2,Jerome Lanneluc,0.958024691,3.079365079,34,false,493,0.701492537,13,1151,1,after-2
59,0,Core,'PC Windows XP',normal,P3,1113,false,57689,2,6,2,9,206.4,169,9,609,0,69,0,Olivier Thomann,0.037931034,0.081784387,558,true,470,0.748148148,3,776,0,next
316,2.5,Core,'PC Windows XP',normal,P2,89,false,57749,2,5,1,9,246,40,21,652,0,56,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,429,0.798765432,3,776,0,next
1141,3,Core,'PC Windows 2000',normal,P3,53,true,57829,1,4,2,7,328,34,4,598,0,73,0,Olivier Thomann,0.037931034,0.081784387,558,false,465,0.734567901,3,776,0,next
516,3,Core,'PC Windows 2000',normal,P3,52,false,57886,4,4,0,5,320,250,0,591,0,77,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,424,0.727160494,3,776,0,next
316,2.5,Core,'PC Windows XP',minor,P3,46,false,58440,1,3,1,5,360,12,28,696,0,43,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,443,0.851851852,3,776,0,next
4,0,Core,'PC Windows 2000',minor,P3,48,true,58565,1,10,2,9,7224,30,14,655,0,56,0,Olivier Thomann,0.037931034,0.081784387,558,false,486,0.802469136,3,776,0,next
661,3,Core,'PC Windows 2000',normal,P3,122,false,58652,1,11,2,11,386.4,2,12,644,0,58,0,Kent Johnson,0.037931034,0.081784387,558,true,179,0.790123457,3,776,0,next
327,1,Core,'PC Windows XP',normal,P3,93,true,58724,1,15,4,14,56.57142857,2,13,654,0,56,0,Olivier Thomann,0.037931034,0.081784387,558,false,485,0.801234568,3,776,0,next
381,5,Core,'PC Windows XP',normal,P3,102,false,58946,1,6,1,6,153.6,4,6,629,0,62,0,Olivier Thomann,0.037931034,0.081784387,558,false,479,0.771604938,3,776,0,next
1413,3,Core,'PC Windows XP',critical,P2,37,false,59291,1,9,3,11,87,40,0,618,0,64,0,Philipe Mulet,0.037931034,0.081784387,558,false,474,0.759259259,3,776,0,next
1141,3,Core,'PC Windows 2000',normal,P3,29,false,59363,1,3,0,4,336,41,0,620,0,64,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,427,0.761728395,3,776,0,next
150,4,Core,'PC Windows XP',normal,P2,247,false,59500,2,20,1,15,34.10526316,52,8,659,0,55,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,432,0.80617284,3,776,0,next
365,3,Core,'PC Windows XP',critical,P3,74,false,59575,1,10,4,17,72,111,0,625,0,63,0,Olivier Thomann,0.037931034,0.081784387,558,false,477,0.766666667,3,776,0,next
1413,3,Core,'PC Windows XP',major,P2,141,false,59638,1,9,1,11,78,50,13,671,0,49,0,Jerome Lanneluc,0.037931034,0.081784387,558,true,435,0.822222222,3,776,0,next
474,3,Core,'PC Windows XP',normal,P3,38,false,59716,1,3,0,4,312,17,0,626,0,63,0,Olivier Thomann,0.037931034,0.081784387,558,false,478,0.767901235,3,776,0,next
1,0,Core,'PC Windows XP',normal,P3,30,false,59933,1,13,5,19,44,2,21,719,0,37,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,450,0.880246914,3,776,0,next
516,3,Core,'PC Windows 2000',normal,P3,21,false,59937,3,5,0,5,132,68,0,637,0,59,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,428,0.782716049,3,776,0,next
316,2.5,Core,'PC Windows XP',minor,P2,86,false,60257,1,12,1,8,43.63636364,91,1,656,0,56,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,431,0.803703704,3,776,0,next
345,3,Core,'PC Windows XP',normal,P3,32,false,60365,1,5,2,8,114,4,12,691,0,44,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,441,0.844444444,3,776,0,next
487,3,Core,'All All',normal,P2,0,false,60418,4,5,1,6,114,69,0,653,0,56,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,430,0.8,3,776,0,next
375,3,Core,'PC Windows XP',normal,P3,52,false,60687,1,3,1,5,204,23,2,666,0,51,0,Frederic Fusier,0.037931034,0.081784387,558,true,90,0.816049383,3,776,0,next
992,3,Core,'PC Windows XP',critical,P3,191,true,60689,1,9,1,14,183,3,9,691,0,44,0,Frederic Fusier,0.037931034,0.081784387,558,false,98,0.845679012,3,776,0,next
924,3.5,Core,'PC Windows 2000',normal,P3,103,false,60822,1,7,1,5,60,11,0,667,0,51,0,Kent Johnson,0.037931034,0.081784387,558,false,180,0.817283951,3,776,0,next
0,0,Core,'PC Windows 2000',normal,P3,79,false,60848,2,9,2,18,42,142,0,669,0,51,0,Olivier Thomann,0.037931034,0.081784387,558,false,489,0.818518519,3,776,0,next
316,2.5,Core,'PC Windows XP',enhancement,P3,20,false,60867,1,4,1,5,112,9,2,672,0,49,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,436,0.82345679,3,776,0,next
1409,3,Core,'PC Windows XP',normal,P3,105,false,61013,8,27,1,25,600.0384615,67,629,246,6,156,0,Jerome Lanneluc,0.145985401,0.173913043,234,false,740,0.398360656,14,566,0,next
14,0,Core,'PC Windows XP',minor,P3,169,true,61017,1,6,3,11,110.4,6,19,730,0,31,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,454,0.896296296,3,776,0,next
1141,3,Core,'PC Windows XP',normal,P3,51,false,61040,3,3,0,5,156,78,1,674,0,48,0,Jerome Lanneluc,0.037931034,0.081784387,558,false,437,0.825925926,3,776,0,next
